InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount
302283,SKU_1238,T-shirt,13,2020-01-04 17:00,7.54,89681.0,Belgium,0.38
296769,SKU_1209,White Mug,6,2020-01-04 18:00,87.27,79200.0,Belgium,0.08
661353,SKU_1348,White Mug,27,2020-01-04 19:00,68.95,28796.0,United States,0.45
323165,SKU_1510,Backpack,18,2020-01-04 20:00,33.22,76428.0,France,0.22
723587,SKU_1001,Blue Pen,24,2020-01-04 21:00,25.98,46156.0,Italy,0.13
635822,SKU_1891,Office Chair,32,2020-01-04 22:00,41.15,97271.0,United Kingdom,0.4
587879,SKU_1714,Wall Clock,39,2020-01-04 23:00,60.36,90167.0,Sweden,0.07
664685,SKU_1798,Backpack,26,2020-01-05 00:00,24.81,95325.0,Germany,0.4
882038,SKU_1628,White Mug,34,2020-01-05 01:00,88.14,41384.0,Netherlands,0.07
453531,SKU_1880,Wall Clock,21,2020-01-05 02:00,3.75,84562.0,Portugal,0.02
363160,SKU_1460,USB Cable,28,2020-01-05 03:00,7.96,97931.0,Portugal,0.35
679879,SKU_1811,Backpack,5,2020-01-05 04:00,48.24,14493.0,Belgium,0.18
320884,SKU_1894,Office Chair,42,2020-01-05 05:00,34.93,71731.0,France,0.41
123247,SKU_1857,T-shirt,18,2020-01-05 06:00,31.83,60583.0,France,0.42
124300,SKU_1951,Headphones,8,2020-01-05 07:00,46.19,,Norway,0.1
567281,SKU_1481,T-shirt,43,2020-01-05 08:00,57.77,97562.0,United States,0.1
707086,SKU_1949,Notebook,48,2020-01-05 09:00,15.68,90838.0,Portugal,0.23
633556,SKU_1948,USB Cable,34,2020-01-05 10:00,85.06,64838.0,United Kingdom,0.01
448951,SKU_1625,White Mug,22,2020-01-05 11:00,35.03,30725.0,France,0.24
374329,SKU_1585,Blue Pen,23,2020-01-05 12:00,49.73,59407.0,Italy,0.31
819064,SKU_1971,Headphones,9,2020-01-05 13:00,57.1,90824.0,Sweden,0.01
842139,SKU_1240,Wireless Mouse,27,2020-01-05 14:00,65.17,96508.0,Norway,0.12
532315,SKU_1981,Backpack,14,2020-01-05 15:00,12.16,70672.0,Norway,0.2
616588,SKU_1813,USB Cable,20,2020-01-05 16:00,84.61,19020.0,Norway,0.26
336584,SKU_1053,Notebook,26,2020-01-05 17:00,7.36,90743.0,Germany,0.05
662332,SKU_1670,Wireless Mouse,41,2020-01-05 18:00,22.68,64659.0,Netherlands,0.15
937646,SKU_1466,Wireless Mouse,7,2020-01-05 19:00,10.74,90633.0,United Kingdom,0.44
476896,SKU_1108,Blue Pen,24,2020-01-05 20:00,76.55,54727.0,United States,0.0
148984,SKU_1279,White Mug,9,2020-01-05 21:00,71.63,10961.0,Belgium,0.47
402918,SKU_1664,Blue Pen,43,2020-01-05 22:00,30.59,66873.0,Belgium,0.2
364712,SKU_1674,Office Chair,7,2020-01-05 23:00,78.42,25714.0,Norway,0.05
220151,SKU_1056,Wireless Mouse,37,2020-01-06 00:00,91.0,33058.0,Italy,0.42
555808,SKU_1839,Notebook,4,2020-01-06 01:00,19.27,83367.0,France,0.07
233767,SKU_1836,Wall Clock,11,2020-01-06 02:00,37.38,15608.0,Sweden,0.02
748663,SKU_1213,Headphones,4,2020-01-06 03:00,53.39,49169.0,Netherlands,0.5
803550,SKU_1507,White Mug,28,2020-01-06 04:00,31.18,70906.0,Spain,0.38
236330,SKU_1027,Backpack,49,2020-01-06 05:00,66.8,39946.0,Netherlands,0.36
580754,SKU_1203,Wall Clock,27,2020-01-06 06:00,83.54,67934.0,Netherlands,0.33
401648,SKU_1544,Headphones,17,2020-01-06 07:00,73.34,30303.0,Norway,0.23
788519,SKU_1308,Notebook,40,2020-01-06 08:00,94.43,62272.0,United States,0.29
113986,SKU_1633,T-shirt,6,2020-01-06 09:00,39.39,43069.0,United Kingdom,0.29
686146,SKU_1527,USB Cable,17,2020-01-06 10:00,19.05,25812.0,France,0.02
229312,SKU_1665,Headphones,43,2020-01-06 11:00,87.12,78376.0,Germany,0.45
112666,SKU_1907,T-shirt,12,2020-01-06 12:00,98.82,63965.0,Germany,0.25
400804,SKU_1342,Desk Lamp,40,2020-01-06 13:00,45.27,58575.0,France,0.08
234633,SKU_1217,White Mug,1,2020-01-06 14:00,19.89,55924.0,Australia,0.28
388998,SKU_1616,Desk Lamp,29,2020-01-06 15:00,29.51,52354.0,Australia,0.43
950937,SKU_1588,Wall Clock,26,2020-01-06 16:00,44.69,78432.0,France,0.46
728776,SKU_1086,Wall Clock,8,2020-01-06 17:00,14.92,75894.0,France,0.16
807611,SKU_1030,T-shirt,30,2020-01-06 18:00,39.72,18762.0,Portugal,0.08
384806,SKU_1099,Notebook,30,2020-01-06 19:00,69.96,15347.0,France,0.27
894824,SKU_1666,Office Chair,4,2020-01-06 20:00,52.48,60989.0,Spain,0.37
130535,SKU_1803,White Mug,24,2020-01-06 21:00,78.64,53955.0,Australia,0.06
475713,SKU_1314,Wall Clock,26,2020-01-06 22:00,11.49,83421.0,France,0.21
938688,SKU_1494,Desk Lamp,8,2020-01-06 23:00,84.06,62215.0,Sweden,0.25
451279,SKU_1617,Wall Clock,-2,2020-01-07 00:00,34.06,,Spain,0.34
921654,SKU_1470,Blue Pen,18,2020-01-07 01:00,36.0,24841.0,Netherlands,0.16
701661,SKU_1741,Desk Lamp,34,2020-01-07 02:00,59.68,25661.0,Norway,0.34
747972,SKU_1514,Desk Lamp,-26,2020-01-07 03:00,-72.33,,Netherlands,1.97208653797146
589570,SKU_1733,Wall Clock,40,2020-01-07 04:00,16.31,72722.0,Italy,0.3
556551,SKU_1632,USB Cable,9,2020-01-07 05:00,3.0,37447.0,Spain,0.41
373109,SKU_1671,White Mug,20,2020-01-07 06:00,28.4,44898.0,Netherlands,0.49
124538,SKU_1782,T-shirt,40,2020-01-07 07:00,33.55,48163.0,Australia,0.28
994498,SKU_1997,Headphones,47,2020-01-07 08:00,16.09,25641.0,Italy,0.42
301664,SKU_1330,White Mug,46,2020-01-07 09:00,76.94,96058.0,United Kingdom,0.04
591234,SKU_1193,Wall Clock,2,2020-01-07 10:00,65.92,73431.0,Sweden,0.46
999684,SKU_1729,Blue Pen,43,2020-01-07 11:00,21.13,10263.0,Sweden,0.07
239182,SKU_1190,T-shirt,39,2020-01-07 12:00,16.36,97116.0,Italy,0.02
572525,SKU_1251,Wall Clock,21,2020-01-07 13:00,49.16,40318.0,Portugal,0.36
258338,SKU_1737,Blue Pen,14,2020-01-07 14:00,85.66,99357.0,United Kingdom,0.02
284064,SKU_1000,Blue Pen,30,2020-01-07 15:00,38.2,35788.0,France,0.42
314020,SKU_1458,White Mug,42,2020-01-07 16:00,63.34,27891.0,United States,0.42
723094,SKU_1644,Blue Pen,46,2020-01-07 17:00,23.1,11617.0,United States,0.0
997421,SKU_1089,Notebook,17,2020-01-07 18:00,90.61,53537.0,Italy,0.18
715270,SKU_1517,T-shirt,33,2020-01-07 19:00,81.72,99835.0,Portugal,0.29
745914,SKU_1482,White Mug,11,2020-01-07 20:00,83.38,60352.0,Spain,0.35
219176,SKU_1755,White Mug,42,2020-01-07 21:00,2.07,72043.0,United Kingdom,0.14
318126,SKU_1644,Headphones,48,2020-01-07 22:00,49.42,75448.0,France,0.15
318969,SKU_1115,Desk Lamp,-19,2020-01-07 23:00,-3.61,,Italy,1.0522543262800623
222409,SKU_1072,Headphones,8,2020-01-08 00:00,84.97,94303.0,Netherlands,0.42
647707,SKU_1155,Wall Clock,4,2020-01-08 01:00,18.03,23776.0,Australia,0.12
353618,SKU_1722,Office Chair,39,2020-01-08 02:00,72.72,32464.0,Italy,0.11
869598,SKU_1068,White Mug,42,2020-01-08 03:00,25.56,43533.0,Italy,0.27
150015,SKU_1470,Backpack,11,2020-01-08 04:00,83.63,78931.0,France,0.35
872838,SKU_1491,Wall Clock,21,2020-01-08 05:00,32.07,,Belgium,0.01
222096,SKU_1299,T-shirt,4,2020-01-08 06:00,5.05,58610.0,Norway,0.1
731347,SKU_1143,Office Chair,47,2020-01-08 07:00,5.68,20524.0,United Kingdom,0.49
285340,SKU_1710,Blue Pen,-3,2020-01-08 08:00,85.95,,Netherlands,0.26
210687,SKU_1205,Office Chair,13,2020-01-08 09:00,89.57,92943.0,Portugal,0.47
974371,SKU_1917,Backpack,31,2020-01-08 10:00,74.85,17169.0,France,0.01
511357,SKU_1712,Wireless Mouse,4,2020-01-08 11:00,97.17,37427.0,Sweden,0.38
835716,SKU_1750,Desk Lamp,16,2020-01-08 12:00,91.5,25077.0,France,0.33
205878,SKU_1406,Notebook,40,2020-01-08 13:00,71.99,61731.0,Norway,0.2
827270,SKU_1938,White Mug,49,2020-01-08 14:00,2.23,44711.0,Spain,0.36
298286,SKU_1579,Wireless Mouse,42,2020-01-08 15:00,19.62,46971.0,Netherlands,0.28
873290,SKU_1682,Wall Clock,22,2020-01-08 16:00,22.65,20383.0,United Kingdom,0.32
874684,SKU_1921,Desk Lamp,30,2020-01-08 17:00,28.71,54324.0,Italy,0.1
264899,SKU_1296,Backpack,16,2020-01-08 18:00,27.83,90909.0,United Kingdom,0.24
424767,SKU_1581,White Mug,4,2020-01-08 19:00,19.9,22909.0,Sweden,0.17
961882,SKU_1798,Wall Clock,25,2020-01-08 20:00,49.1,58651.0,Germany,0.46
979858,SKU_1528,White Mug,39,2020-01-08 21:00,96.14,48100.0,Italy,0.1
479989,SKU_1136,Headphones,42,2020-01-08 22:00,5.56,58025.0,Italy,0.29
515515,SKU_1218,Backpack,45,2020-01-08 23:00,17.82,37608.0,Spain,0.42
143585,SKU_1822,Wall Clock,48,2020-01-09 00:00,37.1,77521.0,Sweden,0.16
471369,SKU_1517,White Mug,23,2020-01-09 01:00,61.35,26697.0,United Kingdom,0.22
164044,SKU_1709,Office Chair,46,2020-01-09 02:00,14.32,81596.0,United States,0.19
542296,SKU_1447,Headphones,45,2020-01-09 03:00,56.42,,Germany,0.42
209556,SKU_1131,Headphones,2,2020-01-09 04:00,14.2,91737.0,United States,0.46
626981,SKU_1362,Backpack,32,2020-01-09 05:00,21.19,47742.0,Australia,0.47
981691,SKU_1962,Backpack,3,2020-01-09 06:00,2.73,,Portugal,0.09
867595,SKU_1343,White Mug,-2,2020-01-09 07:00,-96.08,,Portugal,1.702087569366962
300235,SKU_1695,T-shirt,8,2020-01-09 08:00,26.85,41093.0,Sweden,0.12
125939,SKU_1017,USB Cable,39,2020-01-09 09:00,61.55,90478.0,Netherlands,0.27
252906,SKU_1415,Office Chair,4,2020-01-09 10:00,25.53,14917.0,Sweden,0.12
642335,SKU_1724,Notebook,27,2020-01-09 11:00,92.74,58567.0,Australia,0.45
388249,SKU_1559,Wireless Mouse,36,2020-01-09 12:00,5.48,39410.0,Italy,0.07
175766,SKU_1540,T-shirt,48,2020-01-09 13:00,49.92,33164.0,Germany,0.15
508923,SKU_1927,White Mug,48,2020-01-09 14:00,33.36,70633.0,Norway,0.41
515192,SKU_1152,Notebook,9,2020-01-09 15:00,37.21,82942.0,United States,0.33
668550,SKU_1331,Notebook,8,2020-01-09 16:00,11.0,92576.0,Netherlands,0.26
487261,SKU_1749,Notebook,14,2020-01-09 17:00,39.81,87074.0,Italy,0.12
910208,SKU_1318,USB Cable,49,2020-01-09 18:00,73.62,52179.0,United States,0.45
785440,SKU_1776,Wireless Mouse,38,2020-01-09 19:00,68.71,24634.0,United States,0.28
752664,SKU_1198,Office Chair,3,2020-01-09 20:00,91.96,87303.0,United States,0.49
554589,SKU_1525,Headphones,45,2020-01-09 21:00,6.88,47080.0,Sweden,0.38
237848,SKU_1787,Headphones,10,2020-01-09 22:00,90.41,17613.0,France,0.44
717075,SKU_1979,White Mug,33,2020-01-09 23:00,45.68,26578.0,Netherlands,0.48
227948,SKU_1009,Office Chair,18,2020-01-10 00:00,42.63,,United States,0.3
679304,SKU_1138,T-shirt,38,2020-01-10 01:00,43.62,22601.0,Germany,0.28
502690,SKU_1166,Backpack,27,2020-01-10 02:00,69.79,62939.0,Germany,0.31
599046,SKU_1146,White Mug,30,2020-01-10 03:00,45.35,65807.0,Belgium,0.24
551269,SKU_1402,Backpack,10,2020-01-10 04:00,97.8,16090.0,Australia,0.27
121959,SKU_1756,Office Chair,40,2020-01-10 05:00,68.35,59504.0,Australia,0.2
760890,SKU_1938,Desk Lamp,40,2020-01-10 06:00,60.98,45168.0,Belgium,0.33
850216,SKU_1444,Headphones,14,2020-01-10 07:00,16.59,27505.0,Germany,0.11
890180,SKU_1069,USB Cable,47,2020-01-10 08:00,24.55,73136.0,France,0.35
328576,SKU_1327,Wall Clock,7,2020-01-10 09:00,68.38,,Netherlands,0.14
637833,SKU_1832,Blue Pen,11,2020-01-10 10:00,38.46,96110.0,Portugal,0.06
265838,SKU_1918,White Mug,31,2020-01-10 11:00,76.92,40269.0,France,0.31
435674,SKU_1615,USB Cable,26,2020-01-10 12:00,43.43,43144.0,Norway,0.4
979989,SKU_1228,Wireless Mouse,22,2020-01-10 13:00,87.31,62769.0,Netherlands,0.19
161087,SKU_1827,Office Chair,6,2020-01-10 14:00,60.02,58309.0,United Kingdom,0.27
693128,SKU_1649,White Mug,20,2020-01-10 15:00,84.59,,Australia,0.49
218451,SKU_1318,Wall Clock,43,2020-01-10 16:00,88.21,36263.0,Germany,0.19
547600,SKU_1897,White Mug,15,2020-01-10 17:00,33.59,28493.0,Germany,0.05
937437,SKU_1035,T-shirt,29,2020-01-10 18:00,39.91,43644.0,Germany,0.1
539792,SKU_1629,Wall Clock,31,2020-01-10 19:00,72.68,17586.0,Germany,0.47
139353,SKU_1254,Wireless Mouse,10,2020-01-10 20:00,13.14,97802.0,France,0.18
293075,SKU_1312,Office Chair,14,2020-01-10 21:00,15.27,32750.0,Belgium,0.36
314283,SKU_1961,Blue Pen,9,2020-01-10 22:00,82.35,54903.0,Belgium,0.25
414877,SKU_1334,Desk Lamp,24,2020-01-10 23:00,2.27,57019.0,Italy,0.26
165318,SKU_1019,Headphones,37,2020-01-11 00:00,4.72,65646.0,Germany,0.07
865313,SKU_1297,T-shirt,28,2020-01-11 01:00,57.98,40868.0,Belgium,0.09
582690,SKU_1020,Wireless Mouse,19,2020-01-11 02:00,96.33,79860.0,Netherlands,0.14
516880,SKU_1477,Wireless Mouse,29,2020-01-11 03:00,93.34,85820.0,France,0.1
691460,SKU_1767,T-shirt,20,2020-01-11 04:00,44.66,38192.0,Portugal,0.33
840976,SKU_1759,T-shirt,15,2020-01-11 05:00,80.11,53285.0,France,0.26
881239,SKU_1471,Office Chair,40,2020-01-11 06:00,69.95,84794.0,Australia,0.35
193264,SKU_1961,USB Cable,36,2020-01-11 07:00,80.56,16744.0,United States,0.13
870746,SKU_1677,White Mug,32,2020-01-11 08:00,25.03,47216.0,Norway,0.04
913168,SKU_1469,Desk Lamp,20,2020-01-11 09:00,33.33,16844.0,Portugal,0.43
325281,SKU_1348,USB Cable,21,2020-01-11 10:00,77.91,45122.0,Sweden,0.34
737147,SKU_1766,Office Chair,36,2020-01-11 11:00,28.07,59068.0,Germany,0.45
998613,SKU_1589,Office Chair,28,2020-01-11 12:00,76.03,29977.0,Spain,0.13
494070,SKU_1964,Office Chair,38,2020-01-11 13:00,75.52,47079.0,United States,0.29
452228,SKU_1791,Blue Pen,6,2020-01-11 14:00,76.69,44289.0,Italy,0.21
531839,SKU_1793,Headphones,5,2020-01-11 15:00,44.21,98008.0,Belgium,0.29
369536,SKU_1385,Wall Clock,7,2020-01-11 16:00,20.07,76447.0,Norway,0.09
417824,SKU_1941,Backpack,45,2020-01-11 17:00,10.47,76764.0,Belgium,0.38
357426,SKU_1876,White Mug,47,2020-01-11 18:00,20.21,80754.0,Portugal,0.03
277789,SKU_1545,Blue Pen,24,2020-01-11 19:00,49.59,33675.0,Italy,0.37
613153,SKU_1445,White Mug,35,2020-01-11 20:00,26.84,48451.0,Portugal,0.3
842452,SKU_1982,Office Chair,29,2020-01-11 21:00,86.01,52913.0,Spain,0.09
937291,SKU_1936,Wall Clock,-16,2020-01-11 22:00,-73.6,,Germany,1.535439956251199
225657,SKU_1098,USB Cable,14,2020-01-11 23:00,74.32,88985.0,Netherlands,0.38
335167,SKU_1654,Desk Lamp,35,2020-01-12 00:00,30.31,19125.0,Germany,0.08
781669,SKU_1054,T-shirt,4,2020-01-12 01:00,47.54,11839.0,Spain,0.03
580671,SKU_1002,Backpack,18,2020-01-12 02:00,63.78,17819.0,France,0.2
819094,SKU_1331,Notebook,48,2020-01-12 03:00,44.99,40592.0,Portugal,0.15
170467,SKU_1933,Backpack,22,2020-01-12 04:00,79.66,71700.0,United Kingdom,0.3
283734,SKU_1434,Notebook,40,2020-01-12 05:00,59.5,38593.0,United States,0.21
722794,SKU_1912,Wireless Mouse,30,2020-01-12 06:00,60.15,13471.0,Italy,0.36
209751,SKU_1485,T-shirt,42,2020-01-12 07:00,6.7,21894.0,Portugal,0.19
481050,SKU_1218,Backpack,43,2020-01-12 08:00,79.64,24920.0,Germany,0.45
911774,SKU_1210,Headphones,15,2020-01-12 09:00,13.24,,Norway,0.39
792517,SKU_1816,Desk Lamp,43,2020-01-12 10:00,20.85,97126.0,Netherlands,0.3
561079,SKU_1495,Notebook,9,2020-01-12 11:00,12.69,75015.0,United Kingdom,0.16
468452,SKU_1660,Desk Lamp,20,2020-01-12 12:00,83.7,38443.0,Italy,0.45
206081,SKU_1231,T-shirt,4,2020-01-12 13:00,88.55,,Norway,0.35
713333,SKU_1599,Backpack,1,2020-01-12 14:00,97.76,99931.0,Norway,0.4
658986,SKU_1919,USB Cable,18,2020-01-12 15:00,17.39,97451.0,Spain,0.41
210078,SKU_1722,Desk Lamp,4,2020-01-12 16:00,85.16,90190.0,Portugal,0.19
967055,SKU_1734,Wall Clock,28,2020-01-12 17:00,58.6,10577.0,Spain,0.21
122671,SKU_1807,Wall Clock,7,2020-01-12 18:00,90.33,87209.0,France,0.15
518400,SKU_1147,Desk Lamp,14,2020-01-12 19:00,29.94,67413.0,Sweden,0.05
455528,SKU_1206,Blue Pen,40,2020-01-12 20:00,28.45,38196.0,Sweden,0.38
710490,SKU_1359,Office Chair,38,2020-01-12 21:00,80.74,59477.0,Germany,0.04
151663,SKU_1418,Wireless Mouse,17,2020-01-12 22:00,25.52,63558.0,Australia,0.06
115708,SKU_1943,USB Cable,39,2020-01-12 23:00,8.17,16586.0,United Kingdom,0.46
978338,SKU_1738,White Mug,6,2020-01-13 00:00,44.62,73585.0,United States,0.19
411955,SKU_1416,Notebook,26,2020-01-13 01:00,60.87,14482.0,United States,0.49
233883,SKU_1871,T-shirt,41,2020-01-13 02:00,70.95,54005.0,Italy,0.35
418394,SKU_1695,Wall Clock,4,2020-01-13 03:00,14.99,79598.0,United Kingdom,0.33
212547,SKU_1552,Wall Clock,-26,2020-01-13 04:00,-51.94,,Norway,1.5234671839451164
659042,SKU_1181,Blue Pen,13,2020-01-13 05:00,34.0,65625.0,Belgium,0.23
851102,SKU_1555,USB Cable,34,2020-01-13 06:00,45.44,91270.0,Belgium,0.12
862002,SKU_1209,Wall Clock,46,2020-01-13 07:00,10.52,74368.0,United Kingdom,0.32
242483,SKU_1848,T-shirt,18,2020-01-13 08:00,74.28,32743.0,United Kingdom,0.1
758271,SKU_1967,Blue Pen,24,2020-01-13 09:00,64.47,,Germany,0.45
314835,SKU_1249,Wireless Mouse,30,2020-01-13 10:00,53.55,30420.0,United Kingdom,0.25
